,name,text
67,RSM120-8-580M-605M -  580 - 605 Watt (580W) Steel,"name:RSM120-8-580M-605M -  580 - 605 Watt (580W) Steel;Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:120;wattage:580.0;height:35mm;weight:32;application:Commercial;product url:[RSM120-8-580M-605M -  580 - 605 Watt (580W) Steel](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-580w-steel"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/9de7c7c0-590a-4656-a1fc-307133abc626/RSM120-8-580M-605M%20-%20%20580%20-%20605%20Watt%20%28580W%29%20Steel_img.jpg']"
68,Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (360W),"name:Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (360W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:72;wattage:360.0;height:25mm;weight:31;application:Residential;product url:[Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (360W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-72-layout-module-350-370-watt-360w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/9c98d139-7094-4221-ac49-1d128b543093/Duomax%20BIFACIAL%20DUAL%20GLASS%2072-LAYOUT%20MODULE%20-%20350%20-%20370%20Watt%20%28360W%29_img.jpeg']"
69,LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (360W),"name:LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (360W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:60;wattage:360.0;height:40mm;weight:17.5;application:Residential;product url:[LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (360W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-360w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/88e4b228-911c-4772-a52b-e91921a94068/LG%20NeON%20R%20Prime%2060%20Cell%20%20Monocrystalline%20-%20355%20-%20375%20Watt%20%28360W%29_img.jpeg']"
70,Q.PEAK DUO XL-G11 SERIES - 570 - 585 Watt (585W),"name:Q.PEAK DUO XL-G11 SERIES - 570 - 585 Watt (585W);Manufacturer(brand):Q Cells;cell type:Monocrystalline;number of cells:156;wattage:585.0;height:35mm;weight:34.4;application:Commercial;product url:[Q.PEAK DUO XL-G11 SERIES - 570 - 585 Watt (585W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-q-peak-duo-xl-g11-series-570-585-watt-585w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/d76f0601-ff79-48c1-a2a5-38e06001c52b/Q.PEAK%20DUO%20XL-G11%20SERIES%20-%20570%20-%20585%20Watt%20%28585W%29_img.jpg']"
71,Series 6 Plus - 455  - 480 Watt (465W),"name:Series 6 Plus - 455  - 480 Watt (465W);Manufacturer(brand):First Solar;cell type:Thin-film;number of cells:268;wattage:465.0;height:nanmm;weight:34;application:Commercial;product url:[Series 6 Plus - 455  - 480 Watt (465W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-series-6-plus-455-480-watt-465w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/6bb8ba5a-5d4c-4ed9-bfd7-ffe1277553b6/Series%206%20Plus%20-%20455%20%20-%20480%20Watt%20%28465W%29_img.jpeg']"
72,REC N-Peak 2 Series - 350 - 375 Watt (365W),"name:REC N-Peak 2 Series - 350 - 375 Watt (365W);Manufacturer(brand):REC Solar;cell type:Half-Cell;number of cells:120;wattage:365.0;height:30mm;weight:20;application:Residential;product url:[REC N-Peak 2 Series - 350 - 375 Watt (365W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rec-n-peak-2-series-350-375-watt-365w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/8f54400d-6dd8-48ae-acb0-9245f0ad4070/REC%20N-Peak%202%20Series%20-%20350%20-%20375%20Watt%20%28365W%29_img.jpg']"
73,Ultra X plus Half-cell Bifacial Module - 650 - 670 Watt (665W),"name:Ultra X plus Half-cell Bifacial Module - 650 - 670 Watt (665W);Manufacturer(brand):Suntech Power;cell type:Monocrystalline;number of cells:132;wattage:665.0;height:35mm;weight:39.9;application:Commercial;product url:[Ultra X plus Half-cell Bifacial Module - 650 - 670 Watt (665W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-x-plus-half-cell-bifacial-module-650-670-watt-665w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/d838e68b-f67a-4279-a42e-99d927612885/Ultra%20X%20plus%20Half-cell%20Bifacial%20Module%20-%20650%20-%20670%20Watt%20%28665W%29_img.jpg']"
74,LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (400W),"name:LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (400W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:72;wattage:400.0;height:40mm;weight:20.3;application:Residential;product url:[LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (400W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-2-bifacial-72-cell-monocrystalline-400-415-400w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/7da32600-20c0-4ae4-b49c-5914b6309381/LG%20NeON%202%20BiFacial%20-%2072%20Cell%20-%20Monocrystalline%20-%20400%20-%20415%20%28400W%29_img.jpg']"
75,Monocrystalline PV Module- PENTA Premium - 275 - 290 Watt (275W),"name:Monocrystalline PV Module- PENTA Premium - 275 - 290 Watt (275W);Manufacturer(brand):Astronergy;cell type:Monocrystalline;number of cells:nan;wattage:275.0;height:35mm;weight:18.4;application:Residential;product url:[Monocrystalline PV Module- PENTA Premium - 275 - 290 Watt (275W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-275-290-watt-275w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/a562cb8d-dc44-48e4-a893-8b4cf1c3df60/Monocrystalline%20PV%20Module-%20PENTA%20Premium%20-%20275%20-%20290%20Watt%20%28275W%29_img.jpg']"
76,Monocrystalline PV Module - PENTA+ Premium - 290 - 315 Watt (305W),"name:Monocrystalline PV Module - PENTA+ Premium - 290 - 315 Watt (305W);Manufacturer(brand):Astronergy;cell type:Monocrystalline;number of cells:nan;wattage:305.0;height:35mm;weight:18.4;application:Residential;product url:[Monocrystalline PV Module - PENTA+ Premium - 290 - 315 Watt (305W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-290-315-watt-305w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/e9421867-c412-4d80-a09a-ca697041c7a9/Monocrystalline%20PV%20Module%20-%20PENTA%2B%20Premium%20-%20290%20-%20315%20Watt%20%28305W%29_img.jpg']"
77,Ultra V Pro Half-cell N-Type TOPCon Monofacial Module - 565 - 585 Watt (565W),"name:Ultra V Pro Half-cell N-Type TOPCon Monofacial Module - 565 - 585 Watt (565W);Manufacturer(brand):Suntech Power;cell type:Monocrystalline;number of cells:144;wattage:565.0;height:35mm;weight:27.5;application:Commercial;product url:[Ultra V Pro Half-cell N-Type TOPCon Monofacial Module - 565 - 585 Watt (565W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-v-pro-half-cell-n-type-topcon-monofacial-module-565-585-watt-565w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/6db55301-4481-45dc-bd57-fbf76ce0d607/Ultra%20V%20Pro%20Half-cell%20N-Type%20TOPCon%20Monofacial%20Module%20-%20565%20-%20585%20Watt%20%28565W%29_img.jpg']"
78,Tiger N Type 66TR. 390-410 Watt. Mono-Facial Module.  (400W),"name:Tiger N Type 66TR. 390-410 Watt. Mono-Facial Module.  (400W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline;number of cells:132;wattage:400.0;height:30mm;weight:9.43;application:Residential;product url:[Tiger N Type 66TR. 390-410 Watt. Mono-Facial Module.  (400W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tiger-n-type-66tr-390-410-watt-mono-facial-module-400w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/c29ab3fd-e7f4-400d-b451-59aaca2a392d/Tiger%20N%20Type%2066TR.%20390-410%20Watt.%20Mono-Facial%20Module.%20%20%28400W%29_img.jpg']"
79,RSM130-8-430M-450M - 430 - 450 Watt (450W),"name:RSM130-8-430M-450M - 430 - 450 Watt (450W);Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:130;wattage:450.0;height:30mm;weight:22.5;application:Commercial;product url:[RSM130-8-430M-450M - 430 - 450 Watt (450W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm130-8-430m-450m-430-450-watt-450w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/1c0d29da-912a-4c72-8095-7d2d8050aef3/RSM130-8-430M-450M%20-%20430%20-%20450%20Watt%20%28450W%29_img.jpg']"
80,HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (580W),"name:HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (580W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:120;wattage:580.0;height:35mm;weight:14.06;application:Commercial;product url:[HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (580W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-580w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/21fe3e42-ed88-4084-b488-200232526994/HiKu7.%20580%20-%20610%20Watt.%20Monocrystalline%20PERC.%20R%20Series%20%28580W%29_img.jpg']"
81,Ultra X Half-cell Monofacial Module - 580 - 600 Watt (595W),"name:Ultra X Half-cell Monofacial Module - 580 - 600 Watt (595W);Manufacturer(brand):Suntech Power;cell type:Monocrystalline;number of cells:144;wattage:595.0;height:35mm;weight:31.5;application:Commercial;product url:[Ultra X Half-cell Monofacial Module - 580 - 600 Watt (595W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-x-half-cell-monofacial-module-580-600-watt-595w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/92802d90-b23b-407c-a517-53c73c3d8108/Ultra%20X%20Half-cell%20Monofacial%20Module%20-%20580%20-%20600%20Watt%20%28595W%29_img.jpg']"
82,Ultra V Pro mini Half-cell N-Type TOPCon Bifacial Module - 410 - 430 Watt (420W) Nshm+,"name:Ultra V Pro mini Half-cell N-Type TOPCon Bifacial Module - 410 - 430 Watt (420W) Nshm+;Manufacturer(brand):Suntech Power;cell type:Monocrystalline;number of cells:108;wattage:420.0;height:30mm;weight:21.9;application:Commercial;product url:[Ultra V Pro mini Half-cell N-Type TOPCon Bifacial Module - 410 - 430 Watt (420W) Nshm+](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-v-pro-mini-half-cell-n-type-topcon-bifacial-module-410-430-watt-420w-nshm-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/216fc730-6a60-4412-b701-ec8ab9fdf295/Ultra%20V%20Pro%20mini%20Half-cell%20N-Type%20TOPCon%20Bifacial%20Module%20-%20410%20-%20430%20Watt%20%28420W%29%20Nshm%2B_img.jpg']"
83,RSM110-8-530BMDG-550BMDG - 530 - 550 Watt (545W),"name:RSM110-8-530BMDG-550BMDG - 530 - 550 Watt (545W);Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:110;wattage:545.0;height:30mm;weight:34;application:Commercial;product url:[RSM110-8-530BMDG-550BMDG - 530 - 550 Watt (545W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm110-8-530bmdg-550bmdg-530-550-watt-545w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/0de0fffd-4d79-4fcc-99e8-12310cda375a/RSM110-8-530BMDG-550BMDG%20-%20530%20-%20550%20Watt%20%28545W%29_img.jpeg']"
84,HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (395W),"name:HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (395W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:108;wattage:395.0;height:30mm;weight:9.66;application:Residential;product url:[HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (395W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-hiku6-395-420-watt-monocrystalline-perc-395w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/fa6ffe0c-4d72-4669-b394-889df65fe8ff/HiKu6.%20395%20-%20420%20Watt.%20Monocrystalline%20PERC.%20%20%28395W%29_img.jpeg']"
85,Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (395W),"name:Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (395W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline PERC;number of cells:144;wattage:395.0;height:35mm;weight:22;application:Residential;product url:[Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (395W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tallmax-framed-144-half-cell-multi-busbar-module-395-420-watt-395w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/90ac7164-d63c-4d20-85ba-9d0fb9535a42/Tallmax%20FRAMED%20144%20HALF-CELL%20MULTI-BUSBAR%20MODULE%20-%20395%20-%20420%20Watt%20%28395W%29_img.jpg']"
86,Monocrystalline PV Module - PENTA+ Premium M6 BF - 360 - 380 Watt (375W),"name:Monocrystalline PV Module - PENTA+ Premium M6 BF - 360 - 380 Watt (375W);Manufacturer(brand):Astronergy;cell type:Monocrystalline;number of cells:nan;wattage:375.0;height:35mm;weight:20;application:Residential;product url:[Monocrystalline PV Module - PENTA+ Premium M6 BF - 360 - 380 Watt (375W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-m6-bf-360-380-watt-375w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/27ed7b10-fedf-413e-a131-f925f849ff9f/Monocrystalline%20PV%20Module%20-%20PENTA%2B%20Premium%20M6%20BF%20-%20360%20-%20380%20Watt%20%28375W%29_img.jpg']"
87,Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (385W),"name:Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (385W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline;number of cells:132;wattage:385.0;height:35mm;weight:9.75;application:Residential;product url:[Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (385W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-eagle-66tr-g4-380-400-watt-tiling-ribbon-module-385w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/7cab9fbe-b843-48a1-b0af-e11fa0bb749c/Eagle%2066TR%20G4.%20380-400%20Watt.%20Tiling%20Ribbon%20Module.%20%20%28385W%29_img.jpeg']"
88,Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (355W),"name:Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (355W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:144;wattage:355.0;height:40mm;weight:23;application:Residential;product url:[Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (355W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tallmax-plus-framed-144-half-cell-module-345-395-watt-355w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/56d9bd00-0374-4a64-b34d-d467d55f6f94/Tallmax%20Plus%20FRAMED%20144%20HALF-CELL%20MODULE%20-%20345%20-%20395%20Watt%20%28355W%29_img.jpeg']"
89,Deep Blue 3.0 - JAM54S30 - 390 - 415 Watt (405W),"name:Deep Blue 3.0 - JAM54S30 - 390 - 415 Watt (405W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:108;wattage:405.0;height:30mm;weight:21.5;application:Residential;product url:[Deep Blue 3.0 - JAM54S30 - 390 - 415 Watt (405W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-deep-blue-3-0-jam54s30-390-415-watt-405w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/9266310a-eac3-4f0d-8470-00caa114985a/Deep%20Blue%203.0%20-%20JAM54S30%20-%20390%20-%20415%20Watt%20%28405W%29_img.jpg']"
90,BiHiKu7. 580-610 Watt. Bifacial Monocrystalline PERC.  (580W),"name:BiHiKu7. 580-610 Watt. Bifacial Monocrystalline PERC.  (580W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:120;wattage:580.0;height:33mm;weight:15.65;application:Commercial;product url:[BiHiKu7. 580-610 Watt. Bifacial Monocrystalline PERC.  (580W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-bihiku7-580-610-watt-bifacial-monocrystalline-perc-580w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/894c0313-4aa3-41f5-911e-e93ee2e33f24/BiHiKu7.%20580-610%20Watt.%20Bifacial%20Monocrystalline%20PERC.%20%20%28580W%29_img.jpg']"
91,HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W),"name:HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:132;wattage:415.0;height:35mm;weight:10.21;application:Residential;product url:[HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-hiku-400-425-watt-monocrystalline-perc-415w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/d9ec42fc-599c-428c-b497-06a6fd68fc18/HiKu.%20400%20-%20425%20Watt.%20Monocrystalline%20PERC.%20%28415W%29_img.jpg']"
92,Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (330W),"name:Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (330W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline PERC;number of cells:120;wattage:330.0;height:30mm;weight:8.39;application:Residential;product url:[Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (330W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-cheetah-hc-60m-325-345-watt-monocrystalline-perc-half-cell-model-330w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/9c5031ec-7ded-4426-8e1e-935d2a0ee5f3/Cheetah%20HC%2060M.%20325-345%20Watt.%20Monocrystalline%20PERC%20Half%20Cell%20Model%20%28330W%29_img.jpeg']"
93,LG NeON 2 60 Cell - Monocrystalline - 340 - 370  (350W),"name:LG NeON 2 60 Cell - Monocrystalline - 340 - 370  (350W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:60;wattage:350.0;height:40mm;weight:17.1;application:Residential;product url:[LG NeON 2 60 Cell - Monocrystalline - 340 - 370  (350W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-2-60-cell-monocrystalline-340-370-350w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/03bfc5fe-3e3e-4b88-b6ae-c41aabaa3f87/LG%20NeON%202%2060%20Cell%20-%20Monocrystalline%20-%20340%20-%20370%20%20%28350W%29_img.jpeg']"
94,Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (405W),"name:Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (405W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline PERC;number of cells:144;wattage:405.0;height:35mm;weight:22;application:Residential;product url:[Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (405W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tallmax-framed-144-half-cell-multi-busbar-module-395-420-watt-405w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/cddd9087-c0de-4ad1-a637-2dcf92bcb1fd/Tallmax%20FRAMED%20144%20HALF-CELL%20MULTI-BUSBAR%20MODULE%20-%20395%20-%20420%20Watt%20%28405W%29_img.jpg']"
95,RSM40-8-390M-415M - 390 - 415 Watt (405W) Steel,"name:RSM40-8-390M-415M - 390 - 415 Watt (405W) Steel;Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:120;wattage:405.0;height:30mm;weight:22;application:Residential;product url:[RSM40-8-390M-415M - 390 - 415 Watt (405W) Steel](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-405w-steel"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/cc650cfb-5401-4d9d-aa20-b0591f2bb64d/RSM40-8-390M-415M%20-%20390%20-%20415%20Watt%20%28405W%29%20Steel_img.jpeg']"
96,REC Alpha Pure-R Series - 400 - 430 Watt (410W),"name:REC Alpha Pure-R Series - 400 - 430 Watt (410W);Manufacturer(brand):REC Solar;cell type:Half-Cell;number of cells:80;wattage:410.0;height:30mm;weight:21.5;application:Residential;product url:[REC Alpha Pure-R Series - 400 - 430 Watt (410W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rec-alpha-pure-r-series-400-430-watt-410w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/aa2b0701-a654-40f8-bc5e-79f9d4ee5b2c/REC%20Alpha%20Pure-R%20Series%20-%20400%20-%20430%20Watt%20%28410W%29_img.jpg']"
97,Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (335W),"name:Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (335W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline PERC;number of cells:120;wattage:335.0;height:30mm;weight:8.39;application:Residential;product url:[Cheetah HC 60M. 325-345 Watt. Monocrystalline PERC Half Cell Model (335W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-cheetah-hc-60m-325-345-watt-monocrystalline-perc-half-cell-model-335w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/f8b57df8-8c43-44c1-8352-a7d91f0cdba1/Cheetah%20HC%2060M.%20325-345%20Watt.%20Monocrystalline%20PERC%20Half%20Cell%20Model%20%28335W%29_img.jpeg']"
98,LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (410W),"name:LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (410W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:72;wattage:410.0;height:40mm;weight:20.3;application:Residential;product url:[LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (410W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-2-bifacial-72-cell-monocrystalline-400-415-410w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/01801897-29e3-4ed7-aff9-bdf9b033a597/LG%20NeON%202%20BiFacial%20-%2072%20Cell%20-%20Monocrystalline%20-%20400%20-%20415%20%28410W%29_img.jpg']"
99,Hi-MO 5 - 405 - 425 Watt (425W),"name:Hi-MO 5 - 405 - 425 Watt (425W);Manufacturer(brand):LONGi;cell type:nan;number of cells:108;wattage:425.0;height:30mm;weight:20.8;application:Commercial;product url:[Hi-MO 5 - 405 - 425 Watt (425W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-hi-mo-5-405-425-watt-425w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/5f1d92e4-e2da-4291-90c9-f62de4a0f67e/Hi-MO%205%20-%20405%20-%20425%20Watt%20%28425W%29_img.jpg']"
100,Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (395W),"name:Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (395W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline;number of cells:132;wattage:395.0;height:35mm;weight:9.75;application:Residential;product url:[Eagle 66TR G4. 380-400 Watt. Tiling Ribbon Module.  (395W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-eagle-66tr-g4-380-400-watt-tiling-ribbon-module-395w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/89cbe303-c636-41f7-a317-c61bcfa0c765/Eagle%2066TR%20G4.%20380-400%20Watt.%20Tiling%20Ribbon%20Module.%20%20%28395W%29_img.jpeg']"
101,Tiger Neo N-type 54HL4 - (V). 410-430 Watt. Mono-Facial Module. N-Type. (420W),"name:Tiger Neo N-type 54HL4 - (V). 410-430 Watt. Mono-Facial Module. N-Type. (420W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:108;wattage:420.0;height:30mm;weight:9.98;application:Commercial;product url:[Tiger Neo N-type 54HL4 - (V). 410-430 Watt. Mono-Facial Module. N-Type. (420W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tiger-neo-n-type-54hl4-v-410-430-watt-mono-facial-module-n-type-420w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/13ceb7bd-2ee7-45e5-b013-bc4e17fcad39/Tiger%20Neo%20N-type%2054HL4%20-%20%28V%29.%20410-430%20Watt.%20Mono-Facial%20Module.%20N-Type.%20%28420W%29_img.jpg']"
102,RSM40-8-390M-415M - 390 - 415 Watt (410W),"name:RSM40-8-390M-415M - 390 - 415 Watt (410W);Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:120;wattage:410.0;height:30mm;weight:21;application:Residential;product url:[RSM40-8-390M-415M - 390 - 415 Watt (410W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-410w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/cca237c5-4ab7-497f-abc3-7ea95ee842a2/RSM40-8-390M-415M%20-%20390%20-%20415%20Watt%20%28410W%29_img.jpeg']"
103,RSM120-8-580M-605M -  580 - 605 Watt (585W),"name:RSM120-8-580M-605M -  580 - 605 Watt (585W);Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:120;wattage:585.0;height:35mm;weight:30;application:Commercial;product url:[RSM120-8-580M-605M -  580 - 605 Watt (585W)](""https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-585w-"");image url:['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/fac80690-7b1d-4b62-978b-1876162e5832/RSM120-8-580M-605M%20-%20%20580%20-%20605%20Watt%20%28585W%29_img.jpeg']"
